"ID","X","melody","block","Relaxation","Cat_Fam","Type","Measured_Fam","Liking","onset","offset","total_duration","total_duration_min","valence","associations","relax_music","radio","fmri_id","new_familiarity","new_condition","old_condition"
11111,19,"i see fire",2,47.65625,"Familiar","Sedative",13.28125,49.91319444,171.4003,199.4527,204.4841,3.4081,"Neutral","","classical, chillwave and psychedelic rock","Sometimes",39,"unfamiliar","Unfam_Sed","Fam_Sed"
11111,34,"saving all my love",2,37.4131944444444,"Familiar","Sedative",5.381944444,41.84027778,700.61,728.6634,733.6942,12.2282,"Neutral","","classical, chillwave and psychedelic rock","Sometimes",39,"unfamiliar","Unfam_Sed","Fam_Sed"
11111,48,"yesterday",1,84.6354166666667,"Familiar","Sedative",0,29.94791667,436.013,464.063,469.0801,7.818,"Neutral","","classical, chillwave and psychedelic rock","Sometimes",39,"unfamiliar","Unfam_Sed","Fam_Sed"
33333,117,"i see fire",1,65.3645833333333,"Familiar","Sedative",0,49.65277778,138.3148,166.3679,171.3987,2.8566,"Neutral","","Soundtrack","Sometimes",63,"unfamiliar","Unfam_Sed","Fam_Sed"
42466,195,"all out of love",2,46.2673611111111,"Familiar","Sedative",38.45486111,32.03125,171.3963,199.4467,204.4805,3.408,"","","Slow jazz","Sometimes",48,"unfamiliar","Unfam_Sed","Fam_Sed"
42466,226,"saving all my love",1,70.4861111111111,"Familiar","Sedative",42.1875,35.76388889,270.6497,298.6981,303.7166,5.0619,"","","Slow jazz","Sometimes",48,"unfamiliar","Unfam_Sed","Fam_Sed"
50644,354,"i hate u",2,60.0694444444444,"Familiar","Sedative",17.10069444,55.98958333,469.1232,497.1715,502.1902,8.3698,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Sed","Fam_Sed"
50644,355,"i wanna dance",1,60.8506944444444,"Familiar","Excitative",44.18402778,14.32291667,105.2554,133.3074,138.3389,2.3056,"Happy","party with a friend","instrumental, ambient","Never",58,"unfamiliar","Unfam_Exc","Fam_Exc"
50644,359,"just the way you are",2,59.1145833333333,"Familiar","Excitative",0,45.65972222,634.4978,662.5479,667.565,11.1261,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Exc","Fam_Exc"
50644,361,"lay me down",2,52.8645833333333,"Familiar","Sedative",40.45138889,53.21180556,336.8161,364.8659,369.8836,6.1647,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Sed","Fam_Sed"
50644,362,"losing my religion",1,42.6215277777778,"Familiar","Excitative",0.260416667,0,766.7717,794.8237,799.8557,13.3309,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Exc","Fam_Exc"
50644,366,"no time to die",1,63.1076388888889,"Familiar","Sedative",33.24652778,43.40277778,138.3402,166.389,171.4073,2.8568,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Sed","Fam_Sed"
50644,371,"saving all my love",2,45.8333333333333,"Familiar","Sedative",15.97222222,50.17361111,204.4931,232.5411,237.56,3.9593,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Sed","Fam_Sed"
50644,382,"true colors",1,52.34375,"Familiar","Sedative",1.649305556,24.30555556,402.937,430.9891,436.0211,7.267,"","","instrumental, ambient","Never",58,"unfamiliar","Unfam_Sed","Fam_Sed"
52360,464,"no time to die",2,82.3784722222222,"Familiar","Sedative",44.87847222,61.63194444,138.3601,166.4082,171.4268,2.8571,"","","Songs I know by heart. Typically slower BPM and less volume on drums and bass","Never",66,"unfamiliar","Unfam_Sed","Fam_Sed"
52552,511,"no time to die",1,65.5381944444444,"Familiar","Sedative",18.31597222,24.21875,303.7246,331.7758,336.808,5.6135,"Neutral","","rap","Never",9,"unfamiliar","Unfam_Sed","Fam_Sed"
52552,518,"say something",2,53.8194444444444,"Familiar","Sedative",39.23611111,47.39583333,733.7098,761.7583,766.7769,12.7796,"Neutral","","rap","Never",9,"unfamiliar","Unfam_Sed","Fam_Sed"
52552,521,"sound of silence",2,95.4861111111111,"Familiar","Sedative",30.29513889,27.25694444,336.7913,364.8441,369.8751,6.1646,"Neutral","","rap","Never",9,"unfamiliar","Unfam_Sed","Fam_Sed"
52870,566,"saving all my love",2,44.7916666666667,"Familiar","Sedative",33.59375,37.32638889,270.6621,298.7104,303.7294,5.0622,"Neutral","","many defiant kinds, but mostly slow and quiet songs","Quite often",60,"unfamiliar","Unfam_Sed","Fam_Sed"
53539,607,"my heart will go on",2,72.8298611111111,"Familiar","Sedative",45.39930556,38.02083333,766.7889,794.838,799.856,13.3309,"Sad","","Pop, indie, punk, and alternative music","Sometimes",38,"unfamiliar","Unfam_Sed","Fam_Sed"
53539,616,"sound of silence",2,93.75,"Familiar","Sedative",16.23263889,50.26041667,237.5461,265.5978,270.6299,4.5105,"Sad","","Pop, indie, punk, and alternative music","Sometimes",38,"unfamiliar","Unfam_Sed","Fam_Sed"
54601,725,"all out of love",1,54.5138888888889,"Familiar","Sedative",42,73,138.3516,166.3996,171.4178,2.857,"Neutral","familiar: 42  like: 73","a lot of different music, whatever is on my repeat playlist (most often indie music)","Sometimes",8,"unfamiliar","Unfam_Sed","Fam_Sed"
54601,750,"no time to die",2,57.6388888888889,"Familiar","Sedative",40,53,171.4399,199.4863,204.5069,3.4084,"Happy","familiar: 40  like: 53  not this song specifically but billie eilishs voice reminds me of a friend","a lot of different music, whatever is on my repeat playlist (most often indie music)","Sometimes",8,"unfamiliar","Unfam_Sed","Fam_Sed"
54601,755,"say something",1,36.8923611111111,"Familiar","Sedative",33,17,270.6577,298.7042,303.7242,5.0621,"Neutral","familiar: 33  like: 17  reminds me of tik tok videos","a lot of different music, whatever is on my repeat playlist (most often indie music)","Sometimes",8,"unfamiliar","Unfam_Sed","Fam_Sed"
54601,760,"summertime sadness",1,52.9513888888889,"Familiar","Excitative",45,56,436.0491,464.1016,469.1326,7.8189,"Sad","familiar: 45  like: 56  reminds me of when i first heard this song and someone told me its about committing suicide","a lot of different music, whatever is on my repeat playlist (most often indie music)","Sometimes",8,"unfamiliar","Unfam_Exc","Fam_Exc"
55021,828,"fireflies",1,56.8576388888889,"Familiar","Excitative",0.086805556,16.05902778,303.7226,331.7744,336.8065,5.6134,"","","Classical and jazz music","Never",59,"unfamiliar","Unfam_Exc","Fam_Exc"
55021,832,"i see fire",2,88.28125,"Familiar","Sedative",34.375,81.33680556,436.037,464.0881,469.1208,7.8187,"","","Classical and jazz music","Never",59,"unfamiliar","Unfam_Sed","Fam_Sed"
55021,848,"saving all my love",2,84.9826388888889,"Familiar","Sedative",31.07638889,71.44097222,700.6501,728.6977,733.7172,12.2286,"","","Classical and jazz music","Never",59,"unfamiliar","Unfam_Sed","Fam_Sed"
55021,859,"true colors",1,76.0416666666667,"Familiar","Sedative",45.05208333,58.15972222,204.5011,232.5504,237.5683,3.9595,"","","Classical and jazz music","Never",59,"unfamiliar","Unfam_Sed","Fam_Sed"
55198,893,"in the air",2,43.75,"Familiar","Sedative",42.79513889,59.20138889,535.2461,563.2966,568.3299,9.4722,"Happy","summer camp party","many defiant kinds, but mostly slow and quiet songs","Quite often",13,"unfamiliar","Unfam_Sed","Fam_Sed"
55876,1042,"saving all my love",2,57.8993055555556,"Familiar","Sedative",22.82986111,22.39583333,700.6674,728.716,733.7344,12.2289,"Neutral","dont know","country or jazz","Never",15,"unfamiliar","Unfam_Sed","Fam_Sed"
55942,1082,"in the air",1,70.3125,"Familiar","Sedative",37.15277778,47.56944444,634.4808,662.5288,667.5476,11.1258,"Neutral","","many defiant kinds, but mostly slow and quiet songs","Sometimes",41,"unfamiliar","Unfam_Sed","Fam_Sed"
55942,1085,"living on a prayer",1,38.6284722222222,"Familiar","Excitative",39.14930556,40.36458333,39.1191,67.1655,72.1846,1.2031,"Neutral","","many defiant kinds, but mostly slow and quiet songs","Sometimes",41,"unfamiliar","Unfam_Exc","Fam_Exc"
55942,1094,"saving all my love",1,83.3333333333333,"Familiar","Sedative",38.62847222,66.92708333,766.8037,794.8537,799.8709,13.3312,"Neutral","","many defiant kinds, but mostly slow and quiet songs","Sometimes",41,"unfamiliar","Unfam_Sed","Fam_Sed"
56032,1120,"i hate u",1,66.40625,"Familiar","Sedative",22.22222222,32.8125,700.6398,728.6879,733.7066,12.2284,"Neutral","","classical, electronic","Never",61,"unfamiliar","Unfam_Sed","Fam_Sed"
56032,1139,"saving all my love",1,14.3229166666667,"Familiar","Sedative",26.21527778,34.02777778,436.0263,464.0786,469.1101,7.8185,"Happy","","classical, electronic","Never",61,"unfamiliar","Unfam_Sed","Fam_Sed"
56032,1141,"sound of silence",1,15.7118055555556,"Familiar","Sedative",39.32291667,69.35763889,171.4298,199.4771,204.4969,3.4083,"Neutral","","classical, electronic","Never",61,"unfamiliar","Unfam_Sed","Fam_Sed"
56032,1148,"true colors",2,78.3854166666667,"Familiar","Sedative",32.37847222,59.20138889,105.2581,133.3104,138.3419,2.3057,"Happy","","classical, electronic","Never",61,"unfamiliar","Unfam_Sed","Fam_Sed"
56092,1176,"lay me down",2,79.6875,"Familiar","Sedative",0,28.21180556,270.6311,298.6825,303.7143,5.0619,"Neutral","","electronic music, downtempo, dungeon synth, soundtracks","Never",11,"unfamiliar","Unfam_Sed","Fam_Sed"
56092,1177,"let it go",2,85.5902777777778,"Familiar","Sedative",2.170138889,48.4375,402.9374,430.9871,436.0209,7.267,"Neutral","","electronic music, downtempo, dungeon synth, soundtracks","Never",11,"unfamiliar","Unfam_Sed","Fam_Sed"
56092,1196,"true colors",1,51.3888888888889,"Familiar","Sedative",0,9.809027778,171.421,199.4691,204.4881,3.4081,"Neutral","","electronic music, downtempo, dungeon synth, soundtracks","Never",11,"unfamiliar","Unfam_Sed","Fam_Sed"
56110,1212,"dont stop believing",1,42.7951388888889,"Familiar","Excitative",15.45138889,38.88888889,270.651,298.7045,303.7348,5.0622,"Neutral","","This was already asked in the other survey, but like written there, trance, electronic, psychedelic, rock, metal, pop, classical, jazz, kpop, jpop, etc.","Sometimes",47,"unfamiliar","Unfam_Exc","Fam_Exc"
56116,1273,"lay me down",2,59.9826388888889,"Familiar","Sedative",13.54166667,29.77430556,733.7382,761.7907,766.822,12.7804,"Neutral","","piano music","Sometimes",42,"unfamiliar","Unfam_Sed","Fam_Sed"
56125,1348,"all out of love",1,36.0243055555556,"Familiar","Sedative",45.74652778,44.61805556,402.9411,430.9902,436.0088,7.2668,"","","jazz","Quite often",35,"unfamiliar","Unfam_Sed","Fam_Sed"
56125,1383,"saving all my love",2,95.2256944444444,"Familiar","Sedative",45.74652778,58.42013889,72.1734,100.2215,105.2405,1.754,"","","jazz","Quite often",35,"unfamiliar","Unfam_Sed","Fam_Sed"
56125,1390,"true colors",2,81.3368055555556,"Familiar","Sedative",37.58680556,47.39583333,601.3834,629.4324,634.4502,10.5742,"Happy","the goldberg family""s theme song ( a show)","jazz","Quite often",35,"unfamiliar","Unfam_Sed","Fam_Sed"
56140,1518,"no time to die",2,40.0173611111111,"Familiar","Sedative",0,48.95833333,138.3252,166.3785,171.4086,2.8568,"","","soft rock for relaxing at home, and R&B for commuting between schools and home or shopping.","Sometimes",24,"unfamiliar","Unfam_Sed","Fam_Sed"
56146,1565,"no time to die",2,40.5381944444444,"Familiar","Sedative",0,37.58680556,204.5061,232.5543,237.5731,3.9596,"","","Electronic music","Never",22,"unfamiliar","Unfam_Sed","Fam_Sed"
56155,1669,"saving all my love",1,71.7013888888889,"Familiar","Sedative",25.08680556,59.20138889,733.7023,761.7502,766.7693,12.7795,"Neutral","","rock classics","Sometimes",65,"unfamiliar","Unfam_Sed","Fam_Sed"
56155,1676,"true colors",2,76.3888888888889,"Familiar","Sedative",26.5625,50,502.183,530.2302,535.2498,8.9208,"Neutral","","rock classics","Sometimes",65,"unfamiliar","Unfam_Sed","Fam_Sed"
56158,1692,"dont stop believing",2,14.4097222222222,"Familiar","Excitative",30.55555556,62.5,237.5743,265.6229,270.6414,4.5107,"Neutral","","Indie, R&B but when I am falling asleep I have binaural beats on","Never",45,"unfamiliar","Unfam_Exc","Fam_Exc"
56158,1718,"saving all my love",2,71.1805555555556,"Familiar","Sedative",0,72.22222222,667.5626,695.6111,700.6294,11.6772,"Neutral","","Indie, R&B but when I am falling asleep I have binaural beats on","Never",45,"unfamiliar","Unfam_Sed","Fam_Sed"
56173,1790,"dont stop believing",2,66.8402777777778,"Familiar","Excitative",26.90972222,40.10416667,72.1865,100.2356,105.2535,1.7542,"","","pop","Sometimes",28,"unfamiliar","Unfam_Exc","Fam_Exc"
56173,1806,"let it go",2,81.0763888888889,"Familiar","Sedative",0,69.01041667,237.5608,265.6109,270.6279,4.5105,"Neutral","Frozen with my niece","pop","Sometimes",28,"unfamiliar","Unfam_Sed","Fam_Sed"
56173,1819,"stand by me",1,71.0069444444444,"Familiar","Sedative",1.302083333,64.75694444,535.2373,563.2896,568.3208,9.472,"","","pop","Sometimes",28,"unfamiliar","Unfam_Sed","Fam_Sed"
56200,1942,"i hate u",2,31.3368055555556,"Familiar","Sedative",43.66319444,8.940972222,667.5375,695.5879,700.6046,11.6767,"Sad","Old friends played it for me","Soundtracks","Never",32,"unfamiliar","Unfam_Sed","Fam_Sed"
56200,1948,"in the air",2,71.7881944444444,"Familiar","Sedative",30.12152778,59.02777778,270.6346,298.6831,303.7014,5.0617,"Neutral","Classic ballad","Soundtracks","Never",32,"unfamiliar","Unfam_Sed","Fam_Sed"
56200,1968,"yesterday",2,78.2118055555556,"Familiar","Sedative",30.38194444,48.4375,402.9243,430.9775,436.0085,7.2668,"Neutral","Heard many times in background","Soundtracks","Never",32,"unfamiliar","Unfam_Sed","Fam_Sed"
56227,2019,"all out of love",1,62.1527777777778,"Familiar","Sedative",39.84375,34.98263889,171.3957,199.4475,204.4796,3.408,"Happy","","meditation music, lana del rey","Never",62,"unfamiliar","Unfam_Sed","Fam_Sed"
56227,2024,"dancing on my own",2,71.4409722222222,"Familiar","Sedative",42.01388889,36.11111111,402.9487,430.9988,436.0161,7.2669,"Neutral","","meditation music, lana del rey","Never",62,"unfamiliar","Unfam_Sed","Fam_Sed"
56227,2039,"imagine",2,100,"Familiar","Sedative",16.14583333,27.25694444,138.3355,166.3892,171.4193,2.857,"Happy","","meditation music, lana del rey","Never",62,"unfamiliar","Unfam_Sed","Fam_Sed"
56227,2043,"lay me down",1,85.6770833333333,"Familiar","Sedative",42.36111111,56.59722222,39.1073,67.153,72.1729,1.2029,"Neutral","","meditation music, lana del rey","Never",62,"unfamiliar","Unfam_Sed","Fam_Sed"
56245,2104,"sound of silence",1,90.0173611111111,"Familiar","Sedative",43.83680556,37.41319444,436.0183,464.0705,469.102,7.8184,"Neutral","","indie, alternative","Sometimes",44,"unfamiliar","Unfam_Sed","Fam_Sed"
56284,2201,"stand by me",1,71.1805555555556,"Familiar","Sedative",41.66666667,44.44444444,535.2403,563.293,568.3242,9.4721,"Neutral","","hungarian folk/pop","Never",54,"unfamiliar","Unfam_Sed","Fam_Sed"
56326,2219,"dont go breaking",1,72.1354166666667,"Familiar","Excitative",18.14236111,57.8125,667.5524,695.6031,700.6364,11.6773,NA,NA,NA,NA,53,"unfamiliar","Unfam_Exc","Fam_Exc"
56344,2267,"dancing queen",2,62.8472222222222,"Familiar","Excitative",28.55902778,41.57986111,733.6994,761.7467,766.7666,12.7794,"Happy","reminds me of my friends","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Exc","Fam_Exc"
56344,2279,"i see fire",2,78.2986111111111,"Familiar","Sedative",6.597222222,17.79513889,171.4047,199.4553,204.4882,3.4081,"Sad","","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Sed","Fam_Sed"
56344,2282,"imagine",1,72.1354166666667,"Familiar","Sedative",34.02777778,55.98958333,270.6395,298.689,303.7068,5.0618,"Neutral","","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Sed","Fam_Sed"
56344,2284,"in the air",1,32.03125,"Familiar","Sedative",37.23958333,27.86458333,138.3329,166.3828,171.4001,2.8567,"Happy","it reminds me of my happy time in university with the friends","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Sed","Fam_Sed"
56344,2285,"just the way you are",2,68.3159722222222,"Familiar","Excitative",31.33680556,30.90277778,204.4894,232.5363,237.5567,3.9593,"Neutral","","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Exc","Fam_Exc"
56344,2301,"walking on sunshine",1,17.6215277777778,"Familiar","Excitative",0.434027778,0,237.5546,265.6071,270.6382,4.5106,"Neutral","","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Exc","Fam_Exc"
56344,2302,"wannabe",2,40.1909722222222,"Familiar","Excitative",35.15625,32.72569444,469.0863,497.1366,502.1701,8.3695,"Neutral","","romantic mashup","Sometimes",43,"unfamiliar","Unfam_Exc","Fam_Exc"
56395,2332,"let it go",2,78.2986111111111,"Familiar","Sedative",27.43055556,61.37152778,469.0829,497.1339,502.1667,8.3694,"Neutral","","pop","Sometimes",52,"unfamiliar","Unfam_Sed","Fam_Sed"
56419,2399,"true colors",2,75.1736111111111,"Familiar","Sedative",0,49.04513889,766.7818,794.829,799.849,13.3308,"Happy","Reminds me of an episode of Glee that I watched with my mom as a kid. That's why I think it's happy, because it reminds me of spending time with her.","Slow pop, soft R&B","Sometimes",49,"unfamiliar","Unfam_Sed","Fam_Sed"
56431,2403,"all of me",1,43.8368055555556,"Familiar","Sedative",44.18402778,46.00694444,568.3189,596.3678,601.3859,10.0231,"Sad","","56431","Never",68,"unfamiliar","Unfam_Sed","Fam_Sed"
56431,2408,"dancing on my own",1,53.8194444444444,"Familiar","Sedative",40.79861111,40.71180556,303.7058,331.7574,336.7895,5.6132,"Neutral","","56431","Never",68,"unfamiliar","Unfam_Sed","Fam_Sed"
56431,2426,"let it go",2,55.2951388888889,"Familiar","Sedative",21.00694444,45.22569444,568.34,596.3875,601.4068,10.0234,"Neutral","","56431","Never",68,"unfamiliar","Unfam_Sed","Fam_Sed"
56431,2443,"true colors",2,52.8645833333333,"Familiar","Sedative",39.40972222,54.94791667,171.42,199.4715,204.5037,3.4084,"Neutral","","56431","Never",68,"unfamiliar","Unfam_Sed","Fam_Sed"
56440,2488,"sound of silence",2,57.2916666666667,"Familiar","Sedative",43.57638889,58.15972222,336.789,364.8407,369.8731,6.1646,"Neutral","","soft pop","Never",50,"unfamiliar","Unfam_Sed","Fam_Sed"
56443,2510,"dont go breaking",2,75,"Familiar","Excitative",28.99305556,19.70486111,733.7116,761.7593,766.7791,12.7797,NA,NA,NA,NA,40,"unfamiliar","Unfam_Exc","Fam_Exc"
56473,2668,"no time to die",1,34.4618055555556,"Familiar","Sedative",43.48958333,34.28819444,72.2067,100.2563,105.2738,1.7546,"Neutral","I don't like this song.","idm","Quite often",20,"unfamiliar","Unfam_Sed","Fam_Sed"
56473,2683,"true colors",2,62.1527777777778,"Familiar","Sedative",37.23958333,51.64930556,72.1834,100.2346,105.2672,1.7545,"Happy","Very positive song which I associate with LGBT.","idm","Quite often",20,"unfamiliar","Unfam_Sed","Fam_Sed"
56479,2693,"all out of love",2,50,"Familiar","Sedative",41.84027778,38.10763889,667.5531,695.6344,700.6535,11.6776,"Neutral","","'Sad' music, or stuff that is slower paced","Never",56,"unfamiliar","Unfam_Sed","Fam_Sed"
56488,2761,"let it go",2,83.1597222222222,"Familiar","Sedative",26.90972222,84.28819444,766.7839,794.8308,799.8509,13.3308,"","","Indie, instrumental rock","Quite often",29,"unfamiliar","Unfam_Sed","Fam_Sed"
56515,2828,"true colors",1,66.40625,"Familiar","Sedative",13.80208333,38.10763889,436.0093,464.059,469.076,7.8179,"","","Agnes Obel, not sure of genre, pop.","Sometimes",33,"unfamiliar","Unfam_Sed","Fam_Sed"
11111,33,"run",2,72.1354166666667,"Unfamiliar","Excitative",72.91666667,49.82638889,535.2352,563.2866,568.3189,9.472,NA,NA,NA,NA,39,"familiar","Fam_Exc","Unfam_Exc"
33333,130,"run",2,58.6805555555556,"Unfamiliar","Excitative",74.30555556,55.64236111,6.0154,34.0863,39.107,0.6518,NA,NA,NA,NA,63,"familiar","Fam_Exc","Unfam_Exc"
42466,200,"do it now",1,79.0798611111111,"Unfamiliar","Excitative",71.09375,18.75,733.7058,761.756,766.773,12.7795,NA,NA,NA,NA,48,"familiar","Fam_Exc","Unfam_Exc"
52552,491,"do it now",2,80.7291666666667,"Unfamiliar","Excitative",68.92361111,66.66666667,502.1825,530.2302,535.2499,8.9208,NA,NA,NA,NA,9,"familiar","Fam_Exc","Unfam_Exc"
52552,498,"giving it all",2,69.6180555555556,"Unfamiliar","Excitative",73.35069444,60.59027778,369.8763,397.9264,402.9434,6.7157,NA,NA,NA,NA,9,"familiar","Fam_Exc","Unfam_Exc"
52552,516,"run",1,60.5034722222222,"Unfamiliar","Excitative",72.74305556,82.63888889,237.5714,265.6225,270.6548,4.5109,NA,NA,NA,NA,9,"familiar","Fam_Exc","Unfam_Exc"
53947,687,"giving it all",1,71.7881944444444,"Unfamiliar","Excitative",69.79166667,80.12152778,535.2294,563.2828,568.3132,9.4719,NA,NA,NA,NA,17,"familiar","Fam_Exc","Unfam_Exc"
55021,838,"last night i dreamt",1,5.55555555555555,"Unfamiliar","Excitative",78.55902778,19.27083333,502.1824,530.2318,535.2499,8.9208,NA,NA,NA,NA,59,"familiar","Fam_Exc","Unfam_Exc"
55021,846,"paperships",2,59.8090277777778,"Unfamiliar","Sedative",69.96527778,70.57291667,535.2589,563.3109,568.3425,9.4724,NA,NA,NA,NA,59,"familiar","Fam_Sed","Unfam_Sed"
56032,1131,"love lessons",1,10.8506944444444,"Unfamiliar","Sedative",69.35763889,80.46875,667.5548,695.6069,700.6385,11.6773,NA,NA,NA,NA,61,"familiar","Fam_Sed","Unfam_Sed"
56032,1133,"no one does it better",1,55.0347222222222,"Unfamiliar","Excitative",73.00347222,68.75,733.7079,761.7591,766.7916,12.7799,NA,NA,NA,NA,61,"familiar","Fam_Exc","Unfam_Exc"
56032,1138,"run",2,87.8472222222222,"Unfamiliar","Excitative",90.71180556,73.78472222,171.4112,199.4632,204.4953,3.4083,NA,NA,NA,NA,61,"familiar","Fam_Exc","Unfam_Exc"
56032,1146,"the stand",2,5.46875,"Unfamiliar","Sedative",73.26388889,86.28472222,204.4967,232.5444,237.5633,3.9594,NA,NA,NA,NA,61,"familiar","Fam_Sed","Unfam_Sed"
56092,1155,"always free",2,31.5104166666667,"Unfamiliar","Excitative",70.92013889,71.09375,634.4642,662.5157,667.5477,11.1258,NA,NA,NA,NA,11,"familiar","Fam_Exc","Unfam_Exc"
56110,1211,"do it now",1,31.6840277777778,"Unfamiliar","Excitative",69.35763889,62.41319444,39.124,67.1756,72.2066,1.2034,NA,NA,NA,NA,47,"familiar","Fam_Exc","Unfam_Exc"
56110,1243,"the stand",2,32.8993055555556,"Unfamiliar","Sedative",73.95833333,38.02083333,469.114,497.1607,502.181,8.3697,NA,NA,NA,NA,47,"familiar","Fam_Sed","Unfam_Sed"
56116,1251,"all alone",1,69.3576388888889,"Unfamiliar","Excitative",71.96180556,86.45833333,502.1483,530.2013,535.232,8.9205,NA,NA,NA,NA,42,"familiar","Fam_Exc","Unfam_Exc"
56116,1254,"cherokee",2,40.0173611111111,"Unfamiliar","Sedative",96.70138889,52.34375,303.7168,331.7635,336.7839,5.6131,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56116,1258,"did you know",1,79.6006944444444,"Unfamiliar","Excitative",100,77.43055556,766.8114,794.8618,799.8951,13.3316,NA,NA,NA,NA,42,"familiar","Fam_Exc","Unfam_Exc"
56116,1259,"do it now",2,35.6770833333333,"Unfamiliar","Excitative",100,68.83680556,667.535,695.5879,700.6188,11.677,NA,NA,NA,NA,42,"familiar","Fam_Exc","Unfam_Exc"
56116,1261,"dont say",2,81.9444444444445,"Unfamiliar","Sedative",80.03472222,92.62152778,39.1049,67.1535,72.171,1.2028,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56116,1263,"falling",1,67.6215277777778,"Unfamiliar","Sedative",75.78125,70.48611111,72.1767,100.2244,105.2438,1.7541,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56116,1265,"giving it all",1,75.1736111111111,"Unfamiliar","Excitative",82.20486111,61.37152778,237.5514,265.6009,270.6185,4.5103,NA,NA,NA,NA,42,"familiar","Fam_Exc","Unfam_Exc"
56116,1268,"hurt in your heart",2,62.4131944444444,"Unfamiliar","Sedative",71.96180556,64.84375,171.4105,199.4586,204.4771,3.408,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56116,1270,"icy blue heart",1,83.2465277777778,"Unfamiliar","Sedative",77.95138889,65.45138889,733.726,761.7808,766.8103,12.7802,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56116,1272,"last night i dreamt",2,28.3854166666667,"Unfamiliar","Excitative",100,43.14236111,138.3256,166.377,171.4091,2.8568,NA,NA,NA,NA,42,"familiar","Fam_Exc","Unfam_Exc"
56116,1276,"love definition",1,78.6458333333333,"Unfamiliar","Excitative",100,59.89583333,634.4546,662.5065,667.5383,11.1256,NA,NA,NA,NA,42,"familiar","Fam_Exc","Unfam_Exc"
56116,1280,"red to blue",2,79.8611111111111,"Unfamiliar","Sedative",78.99305556,63.62847222,568.3133,596.3643,601.3973,10.0233,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56116,1285,"some kind of blue",1,57.2916666666667,"Unfamiliar","Sedative",77.95138889,60.85069444,601.386,629.4358,634.4534,10.5742,NA,NA,NA,NA,42,"familiar","Fam_Sed","Unfam_Sed"
56119,1297,"2 pills",2,55.5555555555556,"Unfamiliar","Sedative",68.75,55.03472222,568.338,596.3854,601.405,10.0234,NA,NA,NA,NA,10,"familiar","Fam_Sed","Unfam_Sed"
56125,1346,"all alone",2,96.9618055555556,"Unfamiliar","Excitative",100,82.37847222,700.6048,728.6556,733.6884,12.2281,NA,NA,NA,NA,35,"familiar","Fam_Exc","Unfam_Exc"
56125,1353,"did you know",1,68.3159722222222,"Unfamiliar","Excitative",80.20833333,52.69097222,634.4694,662.5187,667.5364,11.1256,NA,NA,NA,NA,35,"familiar","Fam_Exc","Unfam_Exc"
56125,1357,"every time it rains",2,53.6458333333333,"Unfamiliar","Sedative",70.22569444,29.34027778,535.2298,563.2791,568.2968,9.4716,NA,NA,NA,NA,35,"familiar","Fam_Sed","Unfam_Sed"
56125,1372,"love definition",1,61.8923611111111,"Unfamiliar","Excitative",96.52777778,79.60069444,237.5664,265.6134,270.6333,4.5106,NA,NA,NA,NA,35,"familiar","Fam_Exc","Unfam_Exc"
56125,1379,"red to blue",2,94.2708333333333,"Unfamiliar","Sedative",91.14583333,86.54513889,138.3266,166.374,171.394,2.8566,NA,NA,NA,NA,35,"familiar","Fam_Sed","Unfam_Sed"
56125,1382,"run",2,89.7569444444445,"Unfamiliar","Excitative",95.22569444,67.96875,568.2981,596.3508,601.3822,10.023,NA,NA,NA,NA,35,"familiar","Fam_Exc","Unfam_Exc"
56125,1385,"some kind of blue",1,87.0659722222222,"Unfamiliar","Sedative",77.69097222,54.60069444,39.1078,67.1561,72.1734,1.2029,NA,NA,NA,NA,35,"familiar","Fam_Sed","Unfam_Sed"
56125,1389,"thinking of you red",1,45.1388888888889,"Unfamiliar","Excitative",87.32638889,80.38194444,369.8562,397.9087,402.9399,6.7157,NA,NA,NA,NA,35,"familiar","Fam_Exc","Unfam_Exc"
56134,1397,"cherokee",1,83.7673611111111,"Unfamiliar","Sedative",68.83680556,74.73958333,402.9527,430.9999,436.0199,7.267,NA,NA,NA,NA,31,"familiar","Fam_Sed","Unfam_Sed"
